"x1","x2","CLASS"
0,0,0
0.125,0,0
0.25,0,0
0.375,0,0
0.5,0,0
0.625,0,0
0.75,0,0
0.875,0,0
1,0,0
0,0.125,0
0.125,0.125,0
0.25,0.125,0
0.375,0.125,0
0.5,0.125,0
0.625,0.125,0
0.75,0.125,0
0.875,0.125,0
1,0.125,0
0,0.25,0
0.125,0.25,0
0.25,0.25,0
0.375,0.25,0
0.5,0.25,0
0.625,0.25,0
0.75,0.25,0
0.875,0.25,0
1,0.25,0
0,0.375,0
0.125,0.375,0
0.25,0.375,0
0.375,0.375,0
0.5,0.375,0
0.625,0.375,0
0.75,0.375,0
0.875,0.375,0
1,0.375,0
0,0.5,0
0.125,0.5,0
0.25,0.5,0
0.375,0.5,0
0.5,0.5,0
0.625,0.5,0
0.75,0.5,0
0.875,0.5,0
1,0.5,0
0,0.625,0
0.125,0.625,0
0.25,0.625,0
0.375,0.625,0
0.5,0.625,0
0.625,0.625,0
0.75,0.625,0
0.875,0.625,0
1,0.625,0
0,0.75,0
0.125,0.75,0
0.25,0.75,0
0.375,0.75,0
0.5,0.75,0
0.625,0.75,0
0.75,0.75,0
0.875,0.75,0
1,0.75,0
0,0.875,0
0.125,0.875,0
0.25,0.875,0
0.375,0.875,0
0.5,0.875,0
0.625,0.875,0
0.75,0.875,0
0.875,0.875,0
1,0.875,0
0,1,0
0.125,1,0
0.25,1,0
0.375,1,0
0.5,1,0
0.625,1,0
0.75,1,0
0.875,1,0
1,1,0
2,0,0
2.090909091,0,0
2.181818182,0,0
2.272727273,0,0
2.363636364,0,0
2.454545455,0,0
2.545454545,0,0
2.636363636,0,0
2.727272727,0,0
2.818181818,0,0
2.909090909,0,0
3,0,0
2,0.090909091,0
2.090909091,0.090909091,0
2.181818182,0.090909091,0
2.272727273,0.090909091,0
2.363636364,0.090909091,0
2.454545455,0.090909091,0
2.545454545,0.090909091,0
2.636363636,0.090909091,0
2.727272727,0.090909091,0
2.818181818,0.090909091,0
2.909090909,0.090909091,0
3,0.090909091,0
2,0.181818182,0
2.090909091,0.181818182,0
2.181818182,0.181818182,0
2.272727273,0.181818182,0
2.363636364,0.181818182,0
2.454545455,0.181818182,0
2.545454545,0.181818182,0
2.636363636,0.181818182,0
2.727272727,0.181818182,0
2.818181818,0.181818182,0
2.909090909,0.181818182,0
3,0.181818182,0
2,0.272727273,0
2.090909091,0.272727273,0
2.181818182,0.272727273,0
2.272727273,0.272727273,0
2.363636364,0.272727273,0
2.454545455,0.272727273,0
2.545454545,0.272727273,0
2.636363636,0.272727273,0
2.727272727,0.272727273,0
2.818181818,0.272727273,0
2.909090909,0.272727273,0
3,0.272727273,0
2,0.363636364,0
2.090909091,0.363636364,0
2.181818182,0.363636364,0
2.272727273,0.363636364,0
2.363636364,0.363636364,0
2.454545455,0.363636364,0
2.545454545,0.363636364,0
2.636363636,0.363636364,0
2.727272727,0.363636364,0
2.818181818,0.363636364,0
2.909090909,0.363636364,0
3,0.363636364,0
2,0.454545455,0
2.090909091,0.454545455,0
2.181818182,0.454545455,0
2.272727273,0.454545455,0
2.363636364,0.454545455,0
2.454545455,0.454545455,0
2.545454545,0.454545455,0
2.636363636,0.454545455,0
2.727272727,0.454545455,0
2.818181818,0.454545455,0
2.909090909,0.454545455,0
3,0.454545455,0
2,0.545454545,0
2.090909091,0.545454545,0
2.181818182,0.545454545,0
2.272727273,0.545454545,0
