"x1","x2","class"
11.0165978,10.93283617,0
11.81566788,11.6063499,0
16.3498952,16.41008148,0
15.31016869,15.46450405,0
11.07596876,11.17461532,0
11.90476519,11.89564533,0
10.17884809,10.04527713,0
11.45129927,11.32851027,0
10.07499302,10.22290601,0
15.15820408,15.16068002,0
10.88764944,10.94516411,0
15.16663432,15.20247237,0
12.23848939,12.33062026,0
11.708404,11.61622005,0
14.62518008,14.75239381,0
17.17481367,17.13775807,0
10.64387163,10.64136025,0
19.85642999,19.73763405,0
13.61046485,13.61770079,0
11.54628864,11.71712765,0
14.95323873,14.90027324,0
10.89587436,10.91955891,0
19.56421582,19.6682549,0
17.38153867,17.47248894,0
16.95988398,16.9463741,0
19.47367011,19.55175765,0
11.21080694,11.40584908,0
16.93640702,16.84191429,0
14.38021738,14.28668679,0
15.18006844,15.20020345,0
17.05089427,17.0225162,0
16.72212271,16.78381803,0
11.97360624,12.02372688,0
11.45754096,11.46717025,0
12.29563294,12.21560804,0
10.94484135,10.82829719,0
16.5164451,16.53720113,0
14.77840608,14.70461501,0
13.15745716,12.98572007,0
18.57640489,18.64499914,0
10.71806775,10.7433463,0
14.01519857,13.94725931,0
18.49545463,18.53043692,0
12.58612731,12.61034516,0
18.28972975,18.27733097,0
10.29660953,10.23456222,0
15.78877479,16.01696879,0
10.74733606,10.86336737,0
16.62053165,16.5374996,0
19.68536465,19.71458636,0
11.23088548,11.32625501,0
14.10607371,14.1634108,0
18.89805899,19.02302756,0
12.06505548,11.98222718,0
13.41080813,13.31353509,0
14.95646719,14.90692569,0
12.75246146,12.75147602,0
18.98718155,18.87548314,0
19.73282009,19.70525111,0
10.65965611,10.55285389,0
14.47894389,14.64587942,0
17.35850485,17.32523904,0
15.76425667,15.8784146,0
15.88122325,15.72327373,0
11.21184787,11.18590664,0
14.05009463,14.11122598,0
11.47317239,11.57365225,0
15.71206001,15.72373596,0
17.61099251,17.70938867,0
17.8224849,17.84056945,0
11.63028151,11.70487468,0
10.73519187,10.78834036,0
18.48278981,18.26623745,0
11.18486831,11.04918676,0
11.85781347,11.94820463,0
15.49963867,15.38431198,0
10.84133678,10.94019493,0
15.10602089,14.96101594,0
11.54160881,11.59824614,0
14.72322284,14.66394816,0
11.55793058,11.72815788,0
14.1599564,13.98731988,0
14.76321085,14.82931421,0
19.42678482,19.26659937,0
11.54200979,11.38944003,0
16.78145563,16.80791335,0
16.88771887,17.05196158,0
17.33178256,17.26216088,0
15.64116516,15.5289509,0
18.31920322,18.27929948,0
10.78477911,10.75594378,0
12.56757536,12.58890982,0
14.87914817,14.91405071,0
14.7774417,14.70706151,0
10.9906205,10.98128131,0
10.97373536,11.07905822,0
10.88845995,10.83640768,0
11.71066798,11.6933528,0
13.7923015,13.95450737,0
10.36389339,10.32866303,0
16.29998636,16.2903716,0
15.52729814,15.67439277,0
14.81959369,15.02726944,0
12.9574061,12.77741454,0
19.63555978,19.63157936,0
18.90392163,18.93719499,0
14.40686038,14.41616919,0
18.27330862,18.19238945,0
16.8614595,16.81965401,0
12.87639508,13.02551832,0
13.5628245,13.54885333,0
15.31306806,15.2512839,0
19.96390639,19.99725093,0
16.83242237,17.009839,0
12.11661851,12.29727345,0
18.59850964,18.62497749,0
18.54857065,18.44648244,0
13.11674828,13.05074901,0
19.01691207,18.90915603,0
12.7931716,12.80141974,0
10.26321705,10.04659014,0
12.21121879,12.34946667,0
13.04011381,12.97928978,0
17.66900471,17.525783,0
10.84137052,10.94951227,0
12.41611171,12.33676517,0
13.88533442,13.89770556,0
19.57741277,19.68635714,0
15.97598576,16.08381331,0
14.37846855,14.38379891,0
19.9762368,19.85440806,0
18.16513277,18.12743497,0
11.01549605,10.89710241,0
15.97702301,16.1444447,0
18.50729725,18.40697902,0
18.19584037,18.17065081,0
13.54129121,13.56961707,0
19.15827171,19.3358312,0
17.64539023,17.61232379,0
13.7500476,13.75912216,0
15.0526558,14.90705976,0
10.39450007,10.49176467,0
15.84337481,15.76531418,0
17.16022968,17.20768048,0
18.30562205,18.30403811,0
12.18903143,12.2360766,0
10.01481833,9.933341084,0
11.27844898,11.45236991,0
16.68674845,16.59905368,0
11.39291554,11.31749434,0
15.88565641,15.86221011,0
12.15364692,12.01127015,0
13.70481236,13.80814834,0
17.47419257,17.51604717,0
18.70233321,18.66132234,0
12.85837868,12.92460176,0
18.50202941,18.43206808,0
13.52333939,13.63924762,0
13.58596172,13.61037448,0
19.54474862,19.37568645,0
13.42459257,13.39105687,0
15.22825603,15.17421775,0
14.2813707,14.19086997,0
18.55146393,18.46127379,0
19.93014144,20.06198976,0
13.73179156,13.71300753,0
18.954455,19.03993752,0
