"x1","x2","CLASS"
-2.352521184,27.4687759,0
3.507305638,0.290806387,0
-14.79118382,-4.123717341,0
23.54785638,7.108037934,0
3.614697102,7.682251868,0
-9.301898162,-15.5491118,0
-14.19470555,-9.618315784,0
24.38788412,-0.45164606,0
9.507056173,25.65902135,0
-11.25970052,5.352530377,0
-13.56239821,-16.04823613,0
5.660314337,-18.59718031,0
0.738641852,12.4501678,0
-8.27749307,-14.99956767,0
-0.89164869,-20.48376898,0
-11.42834643,-13.77183599,0
3.671211249,0.358656462,0
-4.465572561,-19.06708849,0
-4.147777188,28.37868531,0
1.067709186,-20.86883798,0
9.177406591,25.21346194,0
-5.756305795,8.973846972,0
-6.645066297,27.48034704,0
24.1574674,1.283207358,0
-11.5859736,4.904873268,0
-12.96730869,0.777581019,0
24.41408816,1.370333756,0
3.706796216,0.431478758,0
-11.31457587,5.097456601,0
2.60134358,7.061465637,0
-5.520182359,-19.0178494,0
4.715965921,1.492187634,0
23.47333061,5.499314092,0
-3.790664552,28.22242947,0
-4.028904846,-17.35840771,0
10.27131603,23.70282553,0
3.769550384,0.769539636,0
23.01797853,3.582316968,0
-17.81520864,24.19027889,0
4.520649306,1.201500439,0
5.216348681,6.918274244,0
6.204134113,4.866389811,0
16.96079746,24.39819856,0
3.981228504,8.068087198,0
19.00539844,-10.88399772,0
-9.092455041,-15.40432375,0
-13.9163145,-2.52014986,0
6.625124803,-18.76081485,0
1.696792104,6.506612579,0
-0.680844271,-18.60222555,0
-11.82357518,27.02665988,0
-7.85692135,-15.23747706,0
5.830517337,28.2684627,0
21.52281369,-5.398429327,0
-12.42602484,3.260369454,0
-2.360624683,-17.71984247,0
4.464621751,6.136007724,0
-5.764269126,10.0696541,0
19.72842892,14.23954994,0
21.58308155,15.59158848,0
-14.33730213,-4.538989643,0
3.279023803,1.594010402,0
-1.813918076,10.05742175,0
8.12147948,27.32852937,0
23.7923679,-0.559381477,0
3.900484488,3.528911672,0
0.125100276,8.538072516,0
-9.900733475,-16.19922122,0
-3.390552716,-17.37069953,0
21.93388553,3.957047409,0
-1.641907379,-19.20784056,0
-14.24501269,-9.510650112,0
-10.24963201,-14.34456547,0
3.517393133,0.231915682,0
2.888623416,-0.216784777,0
-9.865876002,6.699953968,0
20.49373176,8.88586376,0
18.22762837,-11.64315745,0
-9.114020434,27.74376056,0
-6.760014004,26.79915066,0
8.336781408,26.18651265,0
16.94429921,-12.80089967,0
22.05481766,-6.369159867,0
-7.476906703,8.78803274,0
-14.74754688,-13.19883421,0
-13.52841931,-2.101758569,0
-13.94675185,26.962449,0
24.6179265,0.872083885,0
3.62486207,0.306451607,0
